File	Season	Rundle	Match Day	MatchID	Opponent	Result	Score	Record	Rank
LL Profile_ MiltonM.htm	LL105 Results	Rundle C Central Div 2	Match Day 1	10614631	Dayhoff	W	6(4)-3(2)	1-0-0	3
LL Profile_ MiltonM.htm	LL105 Results	Rundle C Central Div 2	Match Day 2	10631663	CookM79	L	2(2)-5(4)	1-1-0	13
LL Profile_ MiltonM.htm	LL105 Results	Rundle C Central Div 2	Match Day 3	10648698	SmallD	L	0(0)-5(3)	1-2-0	16
LL Profile_ MiltonM.htm	LL105 Results	Rundle C Central Div 2	Match Day 4	10665730	QuigleyE	L	3(2)-5(4)	1-3-0	18
LL Profile_ MiltonM.htm	LL105 Results	Rundle C Central Div 2	Match Day 5	10682762	Fettweis	W	3(3)-1(2)	2-3-0	15
LL Profile_ MiltonM.htm	LL105 Results	Rundle C Central Div 2	Match Day 6	10699796	BarteltR	W	6(3)-4(3)	3-3-0	10
LL Profile_ MiltonM.htm	LL105 Results	Rundle C Central Div 2	Match Day 7	10716828	GambillR	L	4(4)-6(4)	3-4-0	13
LL Profile_ MiltonM.htm	LL105 Results	Rundle C Central Div 2	Match Day 8	10733861	HutchisonC	L	1(1)-2(1)	3-5-0	15
LL Profile_ MiltonM.htm	LL105 Results	Rundle C Central Div 2	Match Day 9	10750893	HamiltonG	L	2(2)-4(4)	3-6-0	16
LL Profile_ MiltonM.htm	LL105 Results	Rundle C Central Div 2	Match Day 10	10767931	ConnellR	L	1(2)-7(5)	3-7-0	18
LL Profile_ MiltonM.htm	LL105 Results	Rundle C Central Div 2	Match Day 11	10784963	SpaughT	W	7(5)-6(3)	4-7-0	15
LL Profile_ MiltonM.htm	LL105 Results	Rundle C Central Div 2	Match Day 12	10802000	WalkerKBookworm	W	4(4)-3(3)	5-7-0	15
LL Profile_ MiltonM.htm	LL105 Results	Rundle C Central Div 2	Match Day 13	10819031	AndersonK65	L	7(4)-8(5)	5-8-0	15
LL Profile_ MiltonM.htm	LL105 Results	Rundle C Central Div 2	Match Day 14	10836061	Ellington	T	1(2)-1(2)	5-8-1	15
LL Profile_ MiltonM.htm	LL105 Results	Rundle C Central Div 2	Match Day 15	10853096	DohertyCDog	W	6(4)-5(4)	6-8-1	13
LL Profile_ MiltonM.htm	LL105 Results	Rundle C Central Div 2	Match Day 16	10870127	HassanL	L	3(3)-8(5)	6-9-1	15
LL Profile_ MiltonM.htm	LL105 Results	Rundle C Central Div 2	Match Day 17	10887161	LindemulderA	L	2(2)-5(3)	6-10-1	15
LL Profile_ MiltonM.htm	LL105 Results	Rundle C Central Div 2	Match Day 18	10904191	StoneE5	T	3(3)-3(3)	6-10-2	15
LL Profile_ MiltonM.htm	LL105 Results	Rundle C Central Div 2	Match Day 19	10921228	CornelyL	W	4(3)-3(2)	7-10-2	14
LL Profile_ MiltonM.htm	LL105 Results	Rundle C Central Div 2	Match Day 20	10938258	Dayhoff	L	3(2)-5(4)	7-11-2	15
LL Profile_ MiltonM.htm	LL105 Results	Rundle C Central Div 2	Match Day 21	10955290	CookM79	W	3(2)-2(2)	8-11-2	14
LL Profile_ MiltonM.htm	LL105 Results	Rundle C Central Div 2	Match Day 22	10972325	SmallD	W	1(2)-0(1)	9-11-2	14
LL Profile_ MiltonM.htm	LL105 Results	Rundle C Central Div 2	Match Day 23	10989357	QuigleyE	L	2(3)-5(4)	9-12-2	14
LL Profile_ MiltonM.htm	LL105 Results	Rundle C Central Div 2	Match Day 24	11006389	Fettweis	W	8(4)-5(3)	10-12-2	14
LL Profile_ MiltonM.htm	LL105 Results	Rundle C Central Div 2	Match Day 25	11023423	BarteltR	T	9(5)-9(5)	10-12-3	15
LL Profile_ MiltonM.htm	LL104 Results	Rundle D Central Div 2	Match Day 1	10193187	NatarajanS	W	6(4)-0(F)	1-0-0	1
LL Profile_ MiltonM.htm	LL104 Results	Rundle D Central Div 2	Match Day 2	10210046	CalderR	W	6(3)-3(3)	2-0-0	1
LL Profile_ MiltonM.htm	LL104 Results	Rundle D Central Div 2	Match Day 3	10226905	KastnerN	W	5(3)-1(2)	3-0-0	1
LL Profile_ MiltonM.htm	LL104 Results	Rundle D Central Div 2	Match Day 4	10243764	AnagnosM	W	5(4)-3(3)	4-0-0	1
LL Profile_ MiltonM.htm	LL104 Results	Rundle D Central Div 2	Match Day 5	10260623	MurphyB23	W	4(3)-2(1)	5-0-0	1
LL Profile_ MiltonM.htm	LL104 Results	Rundle D Central Div 2	Match Day 6	10277481	CornelyL	W	4(3)-3(2)	6-0-0	1
LL Profile_ MiltonM.htm	LL104 Results	Rundle D Central Div 2	Match Day 7	10294338	DobsonD	W	3(3)-1(2)	7-0-0	1
LL Profile_ MiltonM.htm	LL104 Results	Rundle D Central Div 2	Match Day 8	10311195	EmerickB	W	4(3)-3(3)	8-0-0	1
LL Profile_ MiltonM.htm	LL104 Results	Rundle D Central Div 2	Match Day 9	10328052	SpaughT	W	4(3)-3(3)	9-0-0	1
LL Profile_ MiltonM.htm	LL104 Results	Rundle D Central Div 2	Match Day 10	10344909	BrazeauB	W	7(4)-4(2)	10-0-0	1
LL Profile_ MiltonM.htm	LL104 Results	Rundle D Central Div 2	Match Day 11	10361766	TestermanH	T	6(4)-6(4)	10-0-1	1
LL Profile_ MiltonM.htm	LL104 Results	Rundle D Central Div 2	Match Day 12	10378623	McQuarrieD	W	3(3)-2(1)	11-0-1	1
LL Profile_ MiltonM.htm	LL104 Results	Rundle D Central Div 2	Match Day 13	10395480	Mac SweeneyC	L	2(2)-3(3)	11-1-1	1
LL Profile_ MiltonM.htm	LL104 Results	Rundle D Central Div 2	Match Day 14	10412337	KaridesC	L	4(4)-6(4)	11-2-1	1
LL Profile_ MiltonM.htm	LL104 Results	Rundle D Central Div 2	Match Day 15	10429194	AglesG	W	6(3)-3(2)	12-2-1	1
LL Profile_ MiltonM.htm	LL104 Results	Rundle D Central Div 2	Match Day 16	10446051	RuthM	L	6(3)-7(5)	12-3-1	1
LL Profile_ MiltonM.htm	LL104 Results	Rundle D Central Div 2	Match Day 17	10462908	Eric	W	6(5)-4(4)	13-3-1	1
LL Profile_ MiltonM.htm	LL104 Results	Rundle D Central Div 2	Match Day 18	10479765	BurkholderA	L	2(1)-4(4)	13-4-1	1
LL Profile_ MiltonM.htm	LL104 Results	Rundle D Central Div 2	Match Day 19	10496624	LorenzoR2	W	6(4)-2(2)	14-4-1	1
LL Profile_ MiltonM.htm	LL104 Results	Rundle D Central Div 2	Match Day 20	10513483	ArcherK	L	2(2)-4(3)	14-5-1	1
LL Profile_ MiltonM.htm	LL104 Results	Rundle D Central Div 2	Match Day 21	10530342	AnilM	T	4(4)-4(4)	14-5-2	1
LL Profile_ MiltonM.htm	LL104 Results	Rundle D Central Div 2	Match Day 22	10547201	HammerE	L	1(1)-5(3)	14-6-2	2
LL Profile_ MiltonM.htm	LL104 Results	Rundle D Central Div 2	Match Day 23	10564060	KleinM1968	W	4(3)-2(2)	15-6-2	2
LL Profile_ MiltonM.htm	LL104 Results	Rundle D Central Div 2	Match Day 24	10580919	ChessinR	W	2(1)-0(F)	16-6-2	1
LL Profile_ MiltonM.htm	LL104 Results	Rundle D Central Div 2	Match Day 25	10597778	DavidA2	W	6(3)-2(1)	17-6-2	1
LL Profile_ MiltonM.htm	LL103 Results	Rundle D Central Div 1	Match Day 1	9782023	AndersonC11	T	1(2)-1(2)	0-0-1	14
LL Profile_ MiltonM.htm	LL103 Results	Rundle D Central Div 1	Match Day 2	9798468	MillerM_215	L	2(2)-5(3)	0-1-1	20
LL Profile_ MiltonM.htm	LL103 Results	Rundle D Central Div 1	Match Day 3	9814913	ScibiliaN	W	8(5)-4(2)	1-1-1	12
LL Profile_ MiltonM.htm	LL103 Results	Rundle D Central Div 1	Match Day 4	9831358	HammerE	T	4(3)-4(3)	1-1-2	11
LL Profile_ MiltonM.htm	LL103 Results	Rundle D Central Div 1	Match Day 5	9847803	SaulD	L	1(2)-2(2)	1-2-2	18
LL Profile_ MiltonM.htm	LL103 Results	Rundle D Central Div 1	Match Day 6	9864248	StaneckiD	L	3(3)-6(4)	1-3-2	24
LL Profile_ MiltonM.htm	LL103 Results	Rundle D Central Div 1	Match Day 7	9880693	BurkholderA	L	4(4)-5(4)	1-4-2	25
LL Profile_ MiltonM.htm	LL103 Results	Rundle D Central Div 1	Match Day 8	9897138	BellG	T	2(3)-2(2)	1-4-3	25
LL Profile_ MiltonM.htm	LL103 Results	Rundle D Central Div 1	Match Day 9	9913583	HortonA623	W	7(4)-0(0)	2-4-3	21
LL Profile_ MiltonM.htm	LL103 Results	Rundle D Central Div 1	Match Day 10	9930027	HinesD	L	2(3)-8(5)	2-5-3	22
LL Profile_ MiltonM.htm	LL103 Results	Rundle D Central Div 1	Match Day 11	9946470	LemkeN	W	5(4)-4(3)	3-5-3	20
LL Profile_ MiltonM.htm	LL103 Results	Rundle D Central Div 1	Match Day 12	9962913	BlackB	W	6(4)-2(2)	4-5-3	19
LL Profile_ MiltonM.htm	LL103 Results	Rundle D Central Div 1	Match Day 13	9979356	WilliamsS7	W	9(6)-3(2)	5-5-3	13
LL Profile_ MiltonM.htm	LL103 Results	Rundle D Central Div 1	Match Day 14	9995799	SmallD	L	1(2)-2(2)	5-6-3	16
LL Profile_ MiltonM.htm	LL103 Results	Rundle D Central Div 1	Match Day 15	10012242	BlackA2	W	4(3)-1(2)	6-6-3	13
LL Profile_ MiltonM.htm	LL103 Results	Rundle D Central Div 1	Match Day 16	10028685	EmerickB	W	8(5)-1(2)	7-6-3	10
LL Profile_ MiltonM.htm	LL103 Results	Rundle D Central Div 1	Match Day 17	10045128	RuthM	W	1(1)-0(1)	8-6-3	7
LL Profile_ MiltonM.htm	LL103 Results	Rundle D Central Div 1	Match Day 18	10061571	LaventureB	T	2(2)-2(2)	8-6-4	8
LL Profile_ MiltonM.htm	LL103 Results	Rundle D Central Div 1	Match Day 19	10078014	AquipelS	L	0(1)-1(2)	8-7-4	10
LL Profile_ MiltonM.htm	LL103 Results	Rundle D Central Div 1	Match Day 20	10094457	HermanP	L	1(2)-4(2)	8-8-4	12
LL Profile_ MiltonM.htm	LL103 Results	Rundle D Central Div 1	Match Day 21	10110900	RogersM2	W	4(2)-2(2)	9-8-4	11
LL Profile_ MiltonM.htm	LL103 Results	Rundle D Central Div 1	Match Day 22	10127343	MartelJ2	W	7(5)-2(3)	10-8-4	9
LL Profile_ MiltonM.htm	LL103 Results	Rundle D Central Div 1	Match Day 23	10143786	NeslerJ	W	5(3)-1(1)	11-8-4	8
LL Profile_ MiltonM.htm	LL103 Results	Rundle D Central Div 1	Match Day 24	10160231	KirikosJ	L	3(1)-6(3)	11-9-4	12
LL Profile_ MiltonM.htm	LL103 Results	Rundle D Central Div 1	Match Day 25	10176676	LandryL	W	5(4)-0(1)	12-9-4	10
LL Profile_ MiltonM.htm	LL102 Results	Rundle D Central Div 1	Match Day 1	9384225	HannaK2	W	7(5)-2(1)	1-0-0	1
LL Profile_ MiltonM.htm	LL102 Results	Rundle D Central Div 1	Match Day 2	9400361	FisherM4	L	2(1)-3(3)	1-1-0	10
LL Profile_ MiltonM.htm	LL102 Results	Rundle D Central Div 1	Match Day 3	9416497	BrooksBR	W	1(2)-0(0)	2-1-0	7
LL Profile_ MiltonM.htm	LL102 Results	Rundle D Central Div 1	Match Day 4	9432633	BarronStush	W	5(4)-3(3)	3-1-0	4
LL Profile_ MiltonM.htm	LL102 Results	Rundle D Central Div 1	Match Day 5	9448769	UdvariJ	T	3(3)-3(2)	3-1-1	6
LL Profile_ MiltonM.htm	LL102 Results	Rundle D Central Div 1	Match Day 6	9464905	SmallD	T	4(4)-4(3)	3-1-2	6
LL Profile_ MiltonM.htm	LL102 Results	Rundle D Central Div 1	Match Day 7	9481041	RuthM	L	1(1)-3(3)	3-2-2	8
LL Profile_ MiltonM.htm	LL102 Results	Rundle D Central Div 1	Match Day 8	9497177	NeslerJ	L	0(1)-2(2)	3-3-2	11
LL Profile_ MiltonM.htm	LL102 Results	Rundle D Central Div 1	Match Day 9	9513313	AgaseJ	W	9(6)-6(4)	4-3-2	9
LL Profile_ MiltonM.htm	LL102 Results	Rundle D Central Div 1	Match Day 10	9529451	LoveS	W	5(3)-3(3)	5-3-2	7
LL Profile_ MiltonM.htm	LL102 Results	Rundle D Central Div 1	Match Day 11	9545589	LaventureB	W	2(3)-1(2)	6-3-2	6
LL Profile_ MiltonM.htm	LL102 Results	Rundle D Central Div 1	Match Day 12	9561727	KirikosJ	L	4(4)-6(3)	6-4-2	9
LL Profile_ MiltonM.htm	LL102 Results	Rundle D Central Div 1	Match Day 13	9577865	HeinzM	L	5(3)-6(4)	6-5-2	10
LL Profile_ MiltonM.htm	LL102 Results	Rundle D Central Div 1	Match Day 14	9594003	Garbersam	W	6(4)-5(4)	7-5-2	9
LL Profile_ MiltonM.htm	LL102 Results	Rundle D Central Div 1	Match Day 15	9610141	BurkholderA	L	5(3)-6(5)	7-6-2	8
LL Profile_ MiltonM.htm	LL102 Results	Rundle D Central Div 1	Match Day 16	9626279	BellG	L	3(2)-6(3)	7-7-2	13
LL Profile_ MiltonM.htm	LL102 Results	Rundle D Central Div 1	Match Day 17	9642417	AquipelS	L	1(2)-3(2)	7-8-2	15
LL Profile_ MiltonM.htm	LL102 Results	Rundle D Central Div 1	Match Day 18	9658555	SwaykusM	W	6(4)-2(2)	8-8-2	13
LL Profile_ MiltonM.htm	LL102 Results	Rundle D Central Div 1	Match Day 19	9674693	SaulD	T	4(3)-4(3)	8-8-3	11
LL Profile_ MiltonM.htm	LL102 Results	Rundle D Central Div 1	Match Day 20	9690831	RogersM2	W	2(2)-1(2)	9-8-3	10
LL Profile_ MiltonM.htm	LL102 Results	Rundle D Central Div 1	Match Day 21	9706969	MorganD2	T	3(2)-3(3)	9-8-4	12
LL Profile_ MiltonM.htm	LL102 Results	Rundle D Central Div 1	Match Day 22	9723106	McQueenP	W	2(1)-0(0)	10-8-4	10
LL Profile_ MiltonM.htm	LL102 Results	Rundle D Central Div 1	Match Day 23	9739242	LemkeN	W	6(3)-3(2)	11-8-4	10
LL Profile_ MiltonM.htm	LL102 Results	Rundle D Central Div 1	Match Day 24	9755378	LandryL	W	2(3)-0(0)	12-8-4	9
LL Profile_ MiltonM.htm	LL102 Results	Rundle D Central Div 1	Match Day 25	9771514	HinesD	W	6(4)-5(3)	13-8-4	7
LL Profile_ MiltonM.htm	LL101 Results	Rundle D Central Div 1	Match Day 1	8980866	UdvariJ	L	3(3)-4(3)	0-1-0	19
LL Profile_ MiltonM.htm	LL101 Results	Rundle D Central Div 1	Match Day 2	8996771	WilliamsS7	W	7(5)-4(3)	1-1-0	9
LL Profile_ MiltonM.htm	LL101 Results	Rundle D Central Div 1	Match Day 3	9012676	LaventureB	T	2(3)-2(3)	1-1-1	9
LL Profile_ MiltonM.htm	LL101 Results	Rundle D Central Div 1	Match Day 4	9028581	KirikosJ	L	3(3)-6(4)	1-2-1	14
LL Profile_ MiltonM.htm	LL101 Results	Rundle D Central Div 1	Match Day 5	9044486	BellG	L	2(3)-6(5)	1-3-1	15
LL Profile_ MiltonM.htm	LL101 Results	Rundle D Central Div 1	Match Day 6	9060391	SaulD	W	1(2)-0(1)	2-3-1	14
LL Profile_ MiltonM.htm	LL101 Results	Rundle D Central Div 1	Match Day 7	9076296	MartelJ2	L	3(2)-4(2)	2-4-1	17
LL Profile_ MiltonM.htm	LL101 Results	Rundle D Central Div 1	Match Day 8	9092201	SmallD	T	5(4)-5(4)	2-4-2	16
LL Profile_ MiltonM.htm	LL101 Results	Rundle D Central Div 1	Match Day 9	9108108	AquipelS	L	1(2)-2(3)	2-5-2	16
LL Profile_ MiltonM.htm	LL101 Results	Rundle D Central Div 1	Match Day 10	9124015	LindemulderA	T	3(3)-3(3)	2-5-3	17
LL Profile_ MiltonM.htm	LL101 Results	Rundle D Central Div 1	Match Day 11	9139922	BurkholderA	L	0(1)-5(4)	2-6-3	20
LL Profile_ MiltonM.htm	LL101 Results	Rundle D Central Div 1	Match Day 12	9155829	BlackB	W	5(3)-3(3)	3-6-3	16
LL Profile_ MiltonM.htm	LL101 Results	Rundle D Central Div 1	Match Day 13	9171736	MurrayM4	W	6(3)-1(2)	4-6-3	13
LL Profile_ MiltonM.htm	LL101 Results	Rundle D Central Div 1	Match Day 14	9187643	LandryL	T	1(2)-1(1)	4-6-4	14
LL Profile_ MiltonM.htm	LL101 Results	Rundle D Central Div 1	Match Day 15	9203550	Jonesa97	W	5(4)-1(2)	5-6-4	11
LL Profile_ MiltonM.htm	LL101 Results	Rundle D Central Div 1	Match Day 16	9219457	SullivanD	W	1(2)-0(1)	6-6-4	11
LL Profile_ MiltonM.htm	LL101 Results	Rundle D Central Div 1	Match Day 17	9235364	NeslerJ	L	2(3)-5(4)	6-7-4	12
LL Profile_ MiltonM.htm	LL101 Results	Rundle D Central Div 1	Match Day 18	9251271	HortonA623	W	6(5)-2(2)	7-7-4	11
LL Profile_ MiltonM.htm	LL101 Results	Rundle D Central Div 1	Match Day 19	9267178	LappeD	L	1(2)-6(3)	7-8-4	13
LL Profile_ MiltonM.htm	LL101 Results	Rundle D Central Div 1	Match Day 20	9283084	RuthM	L	0(0)-3(2)	7-9-4	14
LL Profile_ MiltonM.htm	LL101 Results	Rundle D Central Div 1	Match Day 21	9298989	MillerM_215	L	3(3)-6(3)	7-10-4	15
LL Profile_ MiltonM.htm	LL101 Results	Rundle D Central Div 1	Match Day 22	9314894	StoneE5	W	2(3)-1(2)	8-10-4	13
LL Profile_ MiltonM.htm	LL101 Results	Rundle D Central Div 1	Match Day 23	9330799	SwaykusM	L	0(0)-1(2)	8-11-4	16
LL Profile_ MiltonM.htm	LL101 Results	Rundle D Central Div 1	Match Day 24	9346704	UdvariJ	W	7(4)-1(1)	9-11-4	13
LL Profile_ MiltonM.htm	LL101 Results	Rundle D Central Div 1	Match Day 25	9362609	WilliamsS7	T	2(3)-2(2)	9-11-5	15
LL Profile_ MiltonM.htm	LL100 Results	Rundle D Central Div 1	Match Day 1	8190021	BrooksBR	W	7(4)-4(3)	1-0-0	5
LL Profile_ MiltonM.htm	LL100 Results	Rundle D Central Div 1	Match Day 2	8205749	LoevyJ	W	4(2)-2(2)	2-0-0	2
LL Profile_ MiltonM.htm	LL100 Results	Rundle D Central Div 1	Match Day 3	8221477	SmallD	W	3(2)-1(2)	3-0-0	2
LL Profile_ MiltonM.htm	LL100 Results	Rundle D Central Div 1	Match Day 4	8237205	McQueenP	W	4(4)-1(2)	4-0-0	1
LL Profile_ MiltonM.htm	LL100 Results	Rundle D Central Div 1	Match Day 5	8252933	McCueD	W	2(1)-1(2)	5-0-0	1
LL Profile_ MiltonM.htm	LL100 Results	Rundle D Central Div 1	Match Day 6	8268661	LandryL	W	7(5)-0(1)	6-0-0	1
LL Profile_ MiltonM.htm	LL100 Results	Rundle D Central Div 1	Match Day 7	8284389	BellG	W	4(4)-1(2)	7-0-0	1
LL Profile_ MiltonM.htm	LL100 Results	Rundle D Central Div 1	Match Day 8	8300116	SullivanD	L	0(1)-4(4)	7-1-0	1
LL Profile_ MiltonM.htm	LL100 Results	Rundle D Central Div 1	Match Day 9	8315842	MorganD2	L	1(2)-6(4)	7-2-0	4
LL Profile_ MiltonM.htm	LL100 Results	Rundle D Central Div 1	Match Day 10	8331568	LaventureB	W	4(3)-1(2)	8-2-0	2
LL Profile_ MiltonM.htm	LL100 Results	Rundle D Central Div 1	Match Day 11	8347294	BarronStush	L	1(2)-2(2)	8-3-0	3
LL Profile_ MiltonM.htm	LL100 Results	Rundle D Central Div 1	Match Day 12	8363020	AquipelS	W	8(4)-3(3)	9-3-0	3
LL Profile_ MiltonM.htm	LL100 Results	Rundle D Central Div 1	Match Day 13	8378746	Dubanowitz A	L	3(3)-5(3)	9-4-0	3
LL Profile_ MiltonM.htm	LL100 Results	Rundle D Central Div 1	Match Day 14	8394472	AtheyB	W	8(4)-1(1)	10-4-0	3
